"Date","Price","Open","High","Low","Vol.","Change %"
"12/23/2022","446.130","446.630","446.650","445.500","0.01K","0.00%"
"12/22/2022","446.130","445.960","446.630","445.500","0.02K","0.15%"
"12/21/2022","445.460","445.960","455.500","445.960","0.01K","0.00%"
"12/20/2022","445.460","445.960","446.020","445.500","0.03K","0.00%"
"12/19/2022","445.460","445.470","450.500","445.470","0.01K","0.11%"
"12/16/2022","444.970","445.460","445.470","445.460","0.02K","0.00%"
"12/15/2022","444.960","445.460","445.480","445.460","0.01K","0.00%"
"12/14/2022","444.960","445.310","450.500","443.500","0.02K","0.03%"
"12/13/2022","444.810","445.150","445.310","445.150","0.03K","0.04%"
"12/12/2022","444.650","444.970","445.150","443.500","0.03K","0.04%"
"12/09/2022","444.470","444.970","445.500","444.970","0.04K","0.00%"
"12/08/2022","444.470","444.810","445.500","443.500","0.04K","0.04%"
"12/07/2022","444.310","444.810","444.920","443.500","0.01K","0.00%"
"12/06/2022","444.310","444.540","444.810","444.540","0.03K","0.06%"
"12/05/2022","444.040","444.170","444.540","443.500","0.04K","0.08%"
"12/02/2022","443.670","443.950","444.170","443.950","0.02K","0.05%"
"12/01/2022","443.450","443.940","443.950","443.940","0.01K","0.00%"
"11/30/2022","443.440","443.940","443.940","443.940","","0.00%"
"11/29/2022","443.440","443.870","443.940","443.870","0.02K","0.02%"
"11/28/2022","443.370","443.260","443.870","443.260","0.02K","0.14%"
"11/25/2022","442.760","443.450","443.550","443.260","0.01K","-0.04%"
"11/24/2022","442.950","443.300","443.450","443.300","0.01K","0.03%"
"11/23/2022","442.800","443.130","443.300","443.130","0.02K","0.04%"
"11/22/2022","442.630","442.990","443.500","442.500","0.02K","0.03%"
"11/21/2022","442.490","442.660","442.990","442.500","0.02K","0.07%"
"11/18/2022","442.160","442.350","442.660","442.350","0.02K","0.07%"
"11/17/2022","441.850","441.690","442.350","441.690","0.02K","0.15%"
"11/16/2022","441.190","441.690","442.500","441.690","0.01K","0.00%"
"11/15/2022","441.190","441.330","441.690","441.330","0.02K","0.08%"
"11/14/2022","440.830","440.960","443.500","440.960","0.02K","0.08%"
"11/11/2022","440.460","440.630","443.500","440.630","0.02K","0.07%"
"11/10/2022","440.130","440.290","442.500","440.290","0.02K","0.08%"
"11/09/2022","439.790","439.380","440.290","439.380","0.01K","0.06%"
"11/08/2022","439.530","439.760","442.500","439.760","0.02K","0.06%"
"11/07/2022","439.260","439.380","442.500","439.380","0.01K","0.09%"
"11/04/2022","438.880","439.170","439.380","439.170","0.01K","0.05%"
"11/03/2022","438.670","438.870","439.170","438.870","0.02K","0.07%"
"11/02/2022","438.370","438.520","438.870","438.520","0.01K","0.08%"
"11/01/2022","438.020","438.350","442.500","438.350","0.03K","0.04%"
"10/31/2022","437.850","438.000","440.500","438.000","0.02K","0.08%"
"10/28/2022","437.500","437.660","438.000","437.660","0.02K","0.08%"
"10/27/2022","437.160","437.050","437.660","437.000","0.03K","0.14%"
"10/26/2022","436.550","437.180","437.180","437.050","0.03K","-0.03%"
"10/25/2022","436.680","437.000","437.180","437.000","0.02K","0.04%"
"10/24/2022","436.500","436.610","440.500","436.600","0.02K","0.09%"
"10/21/2022","436.110","436.610","436.780","436.610","0.01K","0.00%"
"10/20/2022","436.110","436.480","436.610","436.480","0.02K","0.03%"
"10/19/2022","435.980","436.350","436.480","436.320","0.02K","0.03%"
"10/18/2022","435.850","435.560","436.350","435.550","0.02K","0.18%"
"10/17/2022","435.060","435.180","440.500","435.180","0.01K","0.09%"
"10/14/2022","434.680","435.200","435.200","435.180","0.03K","0.00%"
"10/13/2022","434.700","434.770","440.500","434.750","0.01K","0.10%"
"10/12/2022","434.270","434.280","441.500","434.270","0.02K","0.11%"
"10/11/2022","433.780","434.280","441.500","434.250","0.01K","0.00%"
"10/10/2022","433.780","433.720","434.280","433.720","0.03K","0.13%"
"10/07/2022","433.220","433.400","433.720","433.400","0.02K","0.07%"
"10/06/2022","432.900","432.370","433.400","432.350","0.02K","0.24%"
"10/05/2022","431.870","432.370","432.370","414.380","0.01K","0.00%"
"10/04/2022","431.870","432.350","435.500","432.350","0.02K","0.00%"
"10/03/2022","431.850","432.370","432.370","432.350","0.01K","0.00%"
"09/30/2022","431.870","432.040","432.370","432.020","0.02K","0.08%"
"09/29/2022","431.540","431.330","435.500","431.330","0.02K","0.16%"
"09/28/2022","430.830","431.330","431.330","431.300","0.01K","0.00%"
"09/27/2022","430.830","430.980","431.330","430.980","0.02K","0.08%"
"09/26/2022","430.480","430.550","435.500","430.550","0.02K","0.10%"
"09/23/2022","430.050","430.210","430.590","430.210","0.03K","0.08%"
"09/22/2022","429.710","429.870","430.210","429.850","0.02K","0.08%"
"09/21/2022","429.370","429.510","429.870","429.510","0.02K","0.08%"
"09/20/2022","429.010","429.180","429.510","429.150","0.01K","0.08%"
"09/19/2022","428.680","428.880","435.500","428.880","0.02K","0.07%"
"09/16/2022","428.380","428.610","435.500","428.600","0.02K","0.06%"
"09/15/2022","428.110","428.310","428.610","428.300","0.02K","0.07%"
"09/14/2022","427.810","428.010","435.500","428.000","0.02K","0.07%"
"09/13/2022","427.510","427.600","428.010","427.600","0.02K","0.10%"
"09/12/2022","427.100","427.260","435.500","419.500","0.02K","0.08%"
"09/09/2022","426.760","426.930","427.260","426.930","0.03K","0.08%"
"09/08/2022","426.430","426.110","426.930","426.050","0.01K","0.19%"
"09/07/2022","425.610","425.780","426.110","425.750","0.03K","0.08%"
"09/06/2022","425.280","423.420","425.780","423.400","0.02K","0.56%"
"09/05/2022","422.920","423.420","435.500","423.420","0.01K","0.00%"
"09/02/2022","422.920","422.960","423.420","422.950","0.02K","0.11%"
"09/01/2022","422.460","421.880","422.980","421.850","0.02K","0.26%"
"08/31/2022","421.380","422.880","422.880","421.880","0.02K","-0.24%"
"08/30/2022","422.380","422.200","422.880","419.500","0.02K","0.16%"
"08/29/2022","421.700","422.200","428.500","422.200","0.01K","0.00%"
"08/26/2022","421.700","421.890","422.200","421.850","0.02K","0.07%"
"08/25/2022","421.390","421.580","421.890","421.550","0.02K","0.07%"
"08/24/2022","421.080","421.210","421.580","421.200","0.02K","0.09%"
"08/23/2022","420.710","420.900","425.500","420.900","0.02K","0.07%"
"08/22/2022","420.400","420.330","420.900","420.300","0.01K","0.14%"
"08/19/2022","419.830","420.330","420.330","420.300","0.01K","0.00%"
"08/18/2022","419.830","420.460","420.460","419.500","0.01K","-0.03%"
"08/17/2022","419.960","419.390","420.460","419.380","0.02K","0.26%"
"08/16/2022","418.890","419.390","419.390","419.380","0.01K","0.00%"
"08/15/2022","418.890","419.220","425.500","419.200","0.02K","0.04%"
"08/12/2022","418.720","418.870","419.220","418.850","0.02K","0.08%"
"08/11/2022","418.370","418.690","418.870","418.690","0.01K","0.04%"
"08/10/2022","418.190","417.970","418.690","417.950","0.01K","0.17%"
"08/09/2022","417.470","417.970","417.970","417.950","0.01K","0.00%"
"08/08/2022","417.470","417.570","425.500","417.550","0.02K","0.10%"
"08/05/2022","417.070","417.190","417.570","417.180","0.02K","0.09%"
"08/04/2022","416.690","416.690","417.190","416.680","0.01K","0.12%"
"08/03/2022","416.190","416.400","416.690","416.380","0.01K","0.07%"
"08/02/2022","415.900","416.180","416.400","416.150","0.02K","0.05%"
"08/01/2022","415.680","415.870","416.180","415.850","0.01K","0.07%"
"07/29/2022","415.370","415.460","415.870","415.450","0.02K","0.10%"
"07/28/2022","414.960","415.640","415.650","415.460","0.02K","-0.04%"
"07/27/2022","415.140","415.250","415.640","415.240","0.02K","0.09%"
"07/26/2022","414.750","415.250","415.250","415.200","0.01K","0.00%"
"07/25/2022","414.750","414.720","425.500","414.700","0.02K","0.13%"
"07/22/2022","414.220","415.400","415.420","414.720","0.01K","-0.16%"
"07/21/2022","414.900","415.400","415.420","415.400","0.01K","0.00%"
"07/20/2022","414.900","415.400","415.420","415.400","0.01K","0.00%"
"07/19/2022","414.900","415.400","415.480","415.400","0.02K","0.00%"
"07/18/2022","414.900","415.400","425.500","415.400","0.01K","0.00%"
"07/15/2022","414.900","415.330","415.400","415.320","0.02K","0.02%"
"07/14/2022","414.830","415.330","415.330","415.320","0.01K","0.00%"
"07/13/2022","414.830","415.320","425.500","415.320","0.02K","0.00%"
"07/12/2022","414.820","415.330","415.330","415.320","0.01K","0.00%"
"07/11/2022","414.830","415.330","415.350","415.330","0.00K","0.00%"
"07/08/2022","414.830","415.260","415.330","415.250","0.02K","0.02%"
"07/07/2022","414.760","415.330","425.500","415.260","0.02K","-0.02%"
"07/06/2022","414.830","415.300","425.500","415.300","0.02K","0.01%"
"07/05/2022","414.800","415.270","415.300","415.250","0.02K","0.01%"
"07/04/2022","414.770","415.270","419.500","415.270","0.00K","0.00%"
"07/01/2022","414.770","415.270","415.270","415.250","0.01K","0.00%"
"06/30/2022","414.770","415.100","415.270","415.080","0.02K","0.04%"
"06/29/2022","414.600","415.140","415.140","415.100","0.02K","-0.01%"
"06/28/2022","414.640","415.000","415.140","415.000","0.01K","0.03%"
"06/27/2022","414.500","414.990","419.500","414.990","0.02K","0.00%"
"06/24/2022","414.490","415.090","419.500","414.990","0.01K","-0.02%"
"06/23/2022","414.590","415.140","415.140","415.090","0.01K","-0.01%"
"06/22/2022","414.640","415.250","415.270","415.140","0.01K","-0.03%"
"06/21/2022","414.750","415.370","415.370","415.250","0.03K","-0.03%"
"06/20/2022","414.870","415.370","419.500","415.370","0.01K","0.00%"
"06/17/2022","414.870","415.290","415.370","415.280","0.02K","0.02%"
"06/16/2022","414.790","415.220","415.290","414.290","0.02K","0.02%"
"06/15/2022","414.720","415.130","415.220","415.130","0.01K","0.02%"
"06/14/2022","414.630","415.130","419.500","415.120","0.01K","0.00%"
"06/13/2022","414.630","415.130","415.130","415.120","0.01K","0.00%"
"06/10/2022","414.630","415.130","415.130","415.120","0.01K","0.00%"
"06/09/2022","414.630","415.130","418.500","415.120","0.01K","0.00%"
"06/08/2022","414.630","415.130","415.130","415.120","0.01K","0.00%"
"06/07/2022","414.630","415.120","415.130","415.100","0.03K","0.00%"
"06/06/2022","414.620","415.120","415.120","415.120","","0.00%"
"06/03/2022","414.620","415.080","415.120","415.050","0.03K","0.01%"
"06/02/2022","414.580","415.150","415.150","415.080","0.03K","-0.02%"
"06/01/2022","414.650","415.200","415.220","415.150","0.03K","-0.01%"
"05/31/2022","414.700","415.220","415.220","415.200","0.01K","0.00%"
"05/30/2022","414.720","415.220","415.220","415.220","","0.00%"
"05/27/2022","414.720","415.220","415.220","415.200","0.00K","0.00%"
"05/26/2022","414.720","415.180","415.220","415.160","0.02K","0.01%"
"05/25/2022","414.680","415.180","415.180","415.150","0.01K","0.00%"
"05/24/2022","414.680","415.080","415.180","415.050","0.02K","0.02%"
"05/23/2022","414.580","415.120","415.500","415.080","0.02K","-0.01%"
"05/20/2022","414.620","415.120","415.120","415.100","0.01K","0.00%"
"05/19/2022","414.620","415.180","415.180","415.120","0.02K","-0.01%"
"05/18/2022","414.680","415.250","415.250","415.180","0.01K","-0.02%"
"05/17/2022","414.750","415.250","415.300","415.250","0.01K","0.00%"
"05/16/2022","414.750","415.260","415.260","415.250","0.02K","0.00%"
"05/13/2022","414.760","415.330","415.330","415.260","0.03K","-0.02%"
"05/12/2022","414.830","414.330","415.500","414.330","0.02K","0.24%"
"05/11/2022","413.830","414.330","414.330","414.300","0.00K","0.00%"
"05/10/2022","413.830","415.300","415.300","414.330","0.01K","-0.23%"
"05/09/2022","414.800","415.190","415.500","415.100","0.02K","0.03%"
"05/06/2022","414.690","415.120","415.190","415.120","0.02K","0.02%"
"05/05/2022","414.620","415.190","415.190","415.120","0.02K","-0.02%"
"05/04/2022","414.690","415.190","415.500","415.150","0.01K","0.00%"
"05/03/2022","414.690","415.190","415.190","415.180","0.00K","0.00%"
"05/02/2022","414.690","415.260","415.270","415.190","0.01K","-0.02%"
"04/29/2022","414.760","415.330","415.330","415.260","0.02K","-0.02%"
"04/28/2022","414.830","415.420","415.420","415.330","0.02K","-0.02%"
"04/27/2022","414.920","415.480","415.480","415.420","0.02K","-0.01%"
"04/26/2022","414.980","414.580","415.480","414.570","0.01K","0.22%"
"04/25/2022","414.080","415.580","415.580","414.580","0.01K","-0.24%"
"04/22/2022","415.080","415.580","415.580","415.550","0.00K","0.00%"
"04/21/2022","415.080","415.500","415.580","415.500","0.02K","0.02%"
"04/20/2022","415.000","414.500","415.500","414.500","0.02K","0.24%"
"04/19/2022","414.000","414.500","414.520","414.500","0.01K","0.00%"
"04/18/2022","414.000","414.520","414.550","414.500","0.01K","0.00%"
"04/15/2022","414.020","414.530","414.530","414.520","0.01K","0.00%"
"04/14/2022","414.030","414.580","414.600","414.530","0.02K","-0.01%"
"04/13/2022","414.080","414.590","414.600","414.580","0.02K","0.00%"
"04/12/2022","414.090","415.620","415.630","414.590","0.02K","-0.25%"
"04/11/2022","415.120","415.650","415.650","415.620","0.02K","-0.01%"
"04/08/2022","415.150","415.650","415.650","415.500","0.00K","0.00%"
"04/07/2022","415.150","415.720","415.750","415.650","0.02K","-0.02%"
"04/06/2022","415.220","415.720","415.720","415.700","0.02K","0.00%"
"04/05/2022","415.220","415.720","415.730","415.720","0.01K","0.00%"
"04/04/2022","415.220","415.720","415.750","415.500","0.01K","0.00%"
"04/01/2022","415.220","415.750","415.750","415.720","0.03K","-0.01%"
"03/31/2022","415.250","415.750","415.750","415.720","0.00K","0.00%"
"03/30/2022","415.250","415.750","415.750","415.750","","0.00%"
"03/29/2022","415.250","415.730","415.750","415.720","0.03K","0.00%"
"03/28/2022","415.230","415.750","415.750","415.500","0.02K","0.00%"
"03/25/2022","415.250","415.750","415.750","415.500","0.00K","0.00%"
"03/24/2022","415.250","415.750","415.750","411.000","0.01K","0.00%"
"03/23/2022","415.250","415.820","415.820","415.750","0.01K","-0.02%"
"03/22/2022","415.320","415.890","415.890","415.820","0.02K","-0.02%"
"03/21/2022","415.390","415.920","415.920","415.500","0.02K","-0.01%"
"03/18/2022","415.420","415.920","415.950","415.500","0.01K","0.00%"
"03/17/2022","415.420","415.920","415.920","415.900","0.01K","0.00%"
"03/16/2022","415.420","415.950","415.950","415.500","0.02K","-0.01%"
"03/15/2022","415.450","415.800","415.950","415.800","0.02K","0.04%"
"03/14/2022","415.300","415.840","415.850","415.500","0.02K","-0.01%"
"03/11/2022","415.340","415.840","415.840","415.800","0.01K","0.00%"
"03/10/2022","415.340","415.840","415.850","415.840","0.01K","0.00%"
"03/09/2022","415.340","415.840","415.840","415.800","0.01K","0.00%"
"03/08/2022","415.340","415.770","415.840","415.750","0.02K","0.02%"
"03/07/2022","415.270","415.910","415.910","415.500","0.01K","-0.03%"
"03/04/2022","415.410","415.960","415.960","415.910","0.03K","-0.01%"
"03/03/2022","415.460","416.090","416.090","415.960","0.02K","-0.03%"
"03/02/2022","415.590","416.090","416.090","416.090","","0.00%"
"03/01/2022","415.590","416.020","416.090","415.500","0.01K","0.02%"
"02/28/2022","415.520","415.890","416.020","415.500","0.03K","0.03%"
"02/25/2022","415.390","415.890","415.890","415.890","","0.00%"
"02/24/2022","415.390","415.890","415.890","415.890","","0.00%"
"02/23/2022","415.390","415.890","415.890","415.890","","0.00%"
"02/22/2022","415.390","415.870","415.890","415.870","0.02K","0.00%"
"02/21/2022","415.370","415.870","415.870","415.870","","0.00%"
"02/18/2022","415.370","415.870","415.900","415.870","0.02K","0.00%"
"02/17/2022","415.370","415.810","415.870","415.800","0.02K","0.01%"
"02/16/2022","415.310","415.810","415.810","415.800","0.01K","0.00%"
"02/15/2022","415.310","416.410","416.450","415.810","0.02K","-0.14%"
"02/14/2022","415.910","417.010","417.050","415.500","0.02K","-0.14%"
"02/11/2022","416.510","416.870","417.010","416.870","0.02K","0.03%"
"02/10/2022","416.370","416.750","416.870","416.750","0.02K","0.03%"
"02/09/2022","416.250","416.550","416.750","416.550","0.02K","0.05%"
"02/08/2022","416.050","416.380","416.550","415.500","0.01K","0.04%"
"02/07/2022","415.880","416.200","416.380","415.500","0.03K","0.04%"
"02/04/2022","415.700","416.040","416.200","416.020","0.02K","0.04%"
"02/03/2022","415.540","415.830","416.040","415.800","0.01K","0.05%"
"02/02/2022","415.330","414.760","415.860","414.760","0.04K","0.26%"
"02/01/2022","414.260","415.830","415.830","414.760","0.02K","-0.26%"
"01/31/2022","415.330","415.660","415.830","415.500","0.03K","0.04%"
"01/28/2022","415.160","415.490","415.660","415.490","0.02K","0.04%"
"01/27/2022","414.990","415.320","415.490","415.320","0.02K","0.04%"
"01/26/2022","414.820","415.120","415.320","415.120","0.03K","0.05%"
"01/25/2022","414.620","415.030","415.140","415.030","0.02K","0.02%"
"01/24/2022","414.530","414.950","415.500","414.950","0.02K","0.02%"
"01/21/2022","414.450","414.950","415.000","414.950","0.02K","0.00%"
"01/20/2022","414.450","414.670","414.950","414.670","0.03K","0.07%"
"01/19/2022","414.170","414.500","414.670","414.500","0.02K","0.04%"
"01/18/2022","414.000","414.290","414.500","414.290","0.03K","0.05%"
"01/17/2022","413.790","414.290","415.500","414.290","0.01K","0.00%"
"01/14/2022","413.790","414.100","414.290","414.100","0.02K","0.05%"
"01/13/2022","413.600","413.940","414.110","413.940","0.01K","0.04%"
"01/12/2022","413.440","413.600","414.500","413.600","0.03K","0.08%"
"01/11/2022","413.100","413.640","413.640","413.600","0.03K","-0.01%"
"01/10/2022","413.140","413.210","414.290","413.210","0.02K","0.04%"
"01/07/2022","412.960","413.040","413.210","413.040","0.03K","0.04%"
"01/06/2022","412.790","412.800","413.040","412.800","0.04K","0.06%"
"01/05/2022","412.550","412.740","412.920","412.740","0.04K","0.01%"
"01/04/2022","412.490","412.740","413.500","412.740","0.02K","0.00%"
"01/03/2022","412.490","411.950","412.740","411.930","0.03K","0.19%"
"12/31/2021","411.700","411.250","411.950","411.250","0.02K","0.17%"
"12/30/2021","411.000","411.200","413.500","411.200","0.02K","0.01%"
"12/29/2021","410.950","411.200","413.500","411.190","0.01K","0.00%"
"12/28/2021","410.950","411.200","411.200","411.150","0.02K","0.00%"
"12/27/2021","410.950","411.180","411.200","411.170","0.04K","0.00%"
"12/24/2021","410.930","411.180","411.180","411.180","","0.00%"
"12/23/2021","410.930","411.170","411.180","411.150","0.02K","0.00%"
"12/22/2021","410.920","411.160","411.170","411.150","0.02K","0.00%"
"12/21/2021","410.910","410.160","411.160","410.160","0.02K","0.24%"
"12/20/2021","409.910","410.160","413.500","410.160","0.01K","0.00%"
"12/17/2021","409.910","410.080","410.160","410.070","0.03K","0.02%"
"12/16/2021","409.830","409.980","410.080","409.970","0.01K","0.02%"
"12/15/2021","409.730","409.970","413.500","409.950","0.02K","0.00%"
"12/14/2021","409.720","410.200","413.500","409.970","0.02K","-0.06%"
"12/13/2021","409.950","409.970","413.500","409.970","0.03K","0.06%"
"12/10/2021","409.720","410.000","410.000","409.970","0.01K","0.00%"
"12/09/2021","409.740","409.990","410.000","409.990","0.01K","0.00%"
"12/08/2021","409.740","409.990","409.990","409.970","0.00K","0.00%"
"12/07/2021","409.740","409.990","409.990","409.990","","0.00%"
"12/06/2021","409.740","409.980","413.500","409.980","0.02K","0.00%"
"12/03/2021","409.730","409.950","409.980","409.950","0.01K","0.01%"
"12/02/2021","409.700","409.910","409.970","409.910","0.02K","0.01%"
"12/01/2021","409.660","409.890","409.910","409.890","0.02K","0.00%"
"11/30/2021","409.640","409.890","409.900","409.890","0.01K","0.00%"
"11/29/2021","409.640","409.890","413.500","409.890","0.02K","0.00%"
"11/26/2021","409.640","409.900","409.900","409.890","0.01K","0.00%"
"11/25/2021","409.630","409.880","409.880","409.880","","0.00%"
"11/24/2021","409.630","409.880","409.880","409.850","0.00K","0.00%"
"11/23/2021","409.630","410.840","410.840","409.880","0.01K","-0.23%"
"11/22/2021","410.590","410.840","413.500","410.840","0.00K","0.00%"
"11/19/2021","410.590","410.820","410.850","410.820","0.01K","0.00%"
"11/18/2021","410.570","410.680","410.820","410.680","0.02K","0.03%"
"11/17/2021","410.430","410.680","410.680","410.650","0.01K","0.00%"
"11/16/2021","410.430","410.670","410.680","410.650","0.02K","0.00%"
"11/15/2021","410.420","410.640","413.500","410.640","0.02K","0.01%"
"11/12/2021","410.390","410.620","410.640","410.600","0.02K","0.00%"
"11/11/2021","410.370","410.590","410.620","410.580","0.01K","0.01%"
"11/10/2021","410.340","410.570","410.590","410.550","0.02K","0.00%"
"11/09/2021","410.320","410.540","410.570","410.500","0.01K","0.01%"
"11/08/2021","410.290","410.520","413.500","409.500","0.02K","0.00%"
"11/05/2021","410.270","410.490","410.520","410.470","0.02K","0.01%"
"11/04/2021","410.240","410.460","413.830","410.450","0.02K","0.01%"
"11/03/2021","410.210","410.420","414.230","410.400","0.02K","0.01%"
"11/02/2021","410.170","410.300","410.420","410.300","0.02K","0.03%"
"11/01/2021","410.050","410.310","413.500","409.500","0.02K","0.00%"
"10/29/2021","410.060","410.250","410.310","410.250","0.01K","0.01%"
"10/28/2021","410.000","410.270","410.270","410.250","0.04K","0.00%"
"10/27/2021","410.020","410.240","410.270","410.230","0.03K","0.01%"
"10/26/2021","409.990","410.210","410.240","410.200","0.01K","0.01%"
"10/25/2021","409.960","410.900","413.500","410.180","0.02K","0.01%"
"10/22/2021","409.910","410.880","410.910","410.880","0.02K","0.01%"
"10/21/2021","409.880","410.820","410.880","410.800","0.01K","0.01%"
"10/20/2021","409.820","410.890","410.890","410.820","0.01K","-0.02%"
"10/19/2021","409.890","410.910","410.950","410.890","0.02K","0.00%"
"10/18/2021","409.910","410.910","413.500","410.900","0.01K","0.00%"
"10/15/2021","409.910","410.850","410.910","410.820","0.01K","0.01%"
"10/14/2021","409.850","410.820","410.850","410.800","0.01K","0.01%"
"10/13/2021","409.820","410.870","412.750","410.800","0.03K","-0.01%"
"10/12/2021","409.870","410.770","413.270","410.750","0.04K","0.02%"
"10/11/2021","409.770","410.810","413.500","410.770","0.02K","-0.01%"
"10/08/2021","409.810","410.810","410.810","410.800","0.01K","0.00%"
"10/07/2021","409.810","410.820","412.250","410.780","0.01K","0.00%"
"10/06/2021","409.820","410.800","410.820","410.800","0.01K","0.00%"
"10/05/2021","409.800","410.800","410.800","410.800","","0.00%"
"10/04/2021","409.800","410.770","413.500","410.770","0.01K","0.01%"
"10/01/2021","409.770","410.800","410.800","410.770","0.02K","-0.01%"
"09/30/2021","409.800","409.760","410.800","409.760","0.01K","0.25%"
"09/29/2021","408.760","409.760","413.500","409.760","0.01K","0.00%"
"09/28/2021","408.760","411.500","411.500","409.260","0.03K","-0.55%"
"09/27/2021","411.000","411.500","413.500","411.500","0.01K","0.00%"
"09/24/2021","411.000","411.500","412.430","411.500","0.01K","0.00%"
"09/23/2021","411.000","411.500","411.750","411.500","0.01K","0.00%"
"09/22/2021","411.000","411.500","412.500","411.500","0.01K","0.00%"
"09/21/2021","411.000","411.500","411.500","411.000","0.01K","0.00%"
"09/20/2021","411.000","411.500","411.750","411.500","0.01K","0.00%"
"09/17/2021","411.000","411.500","411.500","411.500","","0.00%"
"09/16/2021","411.000","411.500","412.000","411.500","0.02K","0.00%"
"09/15/2021","411.000","411.500","411.500","411.500","","0.00%"
"09/14/2021","411.000","411.500","411.500","409.500","0.01K","0.00%"
"09/13/2021","411.000","411.430","412.000","411.430","0.01K","0.02%"
"09/10/2021","410.930","411.400","411.750","411.200","0.01K","0.01%"
"09/09/2021","410.900","411.300","411.450","410.750","0.02K","0.02%"
"09/08/2021","410.800","411.500","411.500","411.000","0.01K","-0.05%"
"09/07/2021","411.000","411.520","411.520","410.250","0.01K","0.00%"
"09/06/2021","411.020","411.520","411.520","411.500","0.01K","0.00%"
"09/03/2021","411.020","411.500","411.520","410.750","0.02K","0.00%"
"09/02/2021","411.000","411.500","412.000","410.500","0.02K","0.00%"
"09/01/2021","411.000","411.500","412.000","411.500","0.01K","0.00%"
"08/31/2021","411.000","411.500","412.000","409.500","0.01K","0.00%"
"08/30/2021","411.000","411.500","412.000","411.500","0.01K","0.00%"
"08/27/2021","411.000","411.500","411.500","410.500","0.01K","0.00%"
"08/26/2021","411.000","411.550","411.550","411.500","0.01K","-0.01%"
"08/25/2021","411.050","411.500","411.550","411.500","0.01K","0.01%"
"08/24/2021","411.000","411.550","411.550","409.500","0.01K","-0.01%"
"08/23/2021","411.050","411.700","411.700","411.500","0.01K","-0.04%"
"08/20/2021","411.200","411.800","411.800","411.700","0.02K","-0.02%"
"08/19/2021","411.300","411.900","411.900","411.800","0.01K","-0.02%"
"08/18/2021","411.400","411.700","412.000","411.700","0.02K","0.05%"
"08/17/2021","411.200","411.500","412.000","411.500","0.01K","0.05%"
"08/16/2021","411.000","411.500","411.500","411.065","0.01K","0.00%"
"08/13/2021","411.000","411.500","411.500","410.500","0.01K","0.00%"
"08/12/2021","411.000","411.500","411.500","409.500","0.01K","0.00%"
"08/11/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/10/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/09/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/06/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/05/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/04/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/03/2021","411.000","411.500","411.500","411.500","","0.00%"
"08/02/2021","411.000","411.500","411.550","411.250","0.02K","0.00%"
"07/30/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/29/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/28/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/27/2021","411.000","411.500","411.500","411.250","0.00K","0.00%"
"07/26/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/23/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/22/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/21/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/20/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/19/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/16/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/15/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/14/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/13/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/12/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/09/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/08/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/07/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/06/2021","411.000","411.500","411.500","411.500","","0.00%"
"07/05/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/02/2021","411.000","411.500","411.500","411.250","0.01K","0.00%"
"07/01/2021","411.000","411.500","411.500","411.500","","0.00%"
"06/30/2021","411.000","411.500","411.500","411.500","","0.00%"
"06/29/2021","411.000","411.500","411.500","411.500","","0.00%"
"06/28/2021","411.000","411.500","411.500","411.250","0.00K","0.00%"
"06/25/2021","411.000","411.500","411.500","410.750","0.01K","0.00%"
"06/24/2021","411.000","411.500","411.500","411.500","","0.00%"
"06/23/2021","411.000","411.380","411.500","410.250","0.02K","0.03%"
"06/22/2021","410.880","410.900","411.500","408.500","0.03K","0.12%"
"06/21/2021","410.400","410.500","411.250","410.500","0.02K","0.10%"
"06/18/2021","410.000","410.500","410.500","410.500","","0.00%"
"06/17/2021","410.000","410.500","410.500","408.500","0.01K","0.00%"
"06/16/2021","410.000","412.980","412.980","408.500","0.01K","-0.12%"
"06/15/2021","410.480","412.590","413.240","408.500","0.04K","0.10%"
"06/14/2021","410.090","412.590","412.590","412.590","","0.00%"
"06/11/2021","410.090","412.540","412.595","410.250","0.03K","0.01%"
"06/10/2021","410.040","412.540","412.945","408.500","0.02K","0.00%"
