"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2021","410.040","412.540","412.540","410.250","0.02K","0.00%"
"06/08/2021","410.040","412.540","412.770","408.500","0.01K","0.00%"
"06/07/2021","410.050","412.550","413.025","408.500","0.01K","0.00%"
"06/04/2021","410.050","412.550","412.550","410.500","0.01K","0.00%"
"06/03/2021","410.050","412.550","412.550","410.250","0.01K","0.00%"
"06/02/2021","410.050","412.980","412.990","410.500","0.03K","-0.10%"
"06/01/2021","410.480","413.000","413.375","410.500","0.02K","0.00%"
"05/31/2021","410.500","413.000","413.250","410.250","0.01K","0.00%"
"05/28/2021","410.500","412.600","413.250","407.500","0.02K","0.10%"
"05/27/2021","410.100","412.600","412.600","412.600","","0.00%"
"05/26/2021","410.100","412.600","412.800","408.750","0.01K","0.00%"
"05/25/2021","410.100","412.610","412.805","410.500","0.04K","0.00%"
"05/24/2021","410.110","412.700","412.700","410.250","0.03K","-0.02%"
"05/21/2021","410.200","412.800","412.800","412.700","0.03K","-0.02%"
"05/20/2021","410.300","412.800","413.025","409.500","0.01K","0.00%"
"05/19/2021","410.300","413.400","413.425","410.815","0.02K","-0.15%"
"05/18/2021","410.900","413.400","413.400","413.400","","0.00%"
"05/17/2021","410.900","412.500","413.450","408.750","0.02K","0.22%"
"05/14/2021","410.000","381.090","412.665","381.090","0.04K","7.73%"
"05/13/2021","380.590","381.090","381.090","381.090","","0.00%"
"05/12/2021","380.590","381.090","381.090","381.090","","0.00%"
"05/11/2021","380.590","381.090","381.295","381.045","0.02K","0.00%"
"05/10/2021","380.590","381.090","381.090","380.750","0.01K","0.00%"
"05/07/2021","380.590","381.090","381.090","381.090","","0.00%"
"05/06/2021","380.590","381.070","381.090","381.070","0.03K","0.01%"
"05/05/2021","380.570","381.070","381.070","381.070","","0.00%"
"05/04/2021","380.570","381.070","381.285","381.035","0.01K","0.00%"
"05/03/2021","380.570","381.050","381.070","381.050","0.02K","0.01%"
"04/30/2021","380.550","381.050","381.050","381.050","","0.00%"
"04/29/2021","380.550","381.050","381.050","381.050","","0.00%"
"04/28/2021","380.550","381.050","381.050","381.050","","0.00%"
"04/27/2021","380.550","381.050","381.275","380.750","0.03K","0.00%"
"04/26/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"04/23/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/22/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/21/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/20/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"04/19/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/16/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"04/15/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/14/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"04/13/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"04/12/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"04/09/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/08/2021","380.550","381.050","381.275","381.025","","0.00%"
"04/07/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/06/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"04/05/2021","380.550","381.050","381.050","381.050","","0.00%"
"04/02/2021","380.550","381.050","381.050","381.050","","0.00%"
"04/01/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"03/31/2021","380.550","381.050","381.050","380.750","0.01K","0.00%"
"03/30/2021","380.550","381.050","381.050","380.750","0.02K","0.00%"
"03/29/2021","380.550","381.050","381.050","380.750","0.01K","0.00%"
"03/26/2021","380.550","381.050","381.050","381.050","","0.00%"
"03/25/2021","380.550","381.050","381.050","380.750","0.01K","0.00%"
"03/24/2021","380.550","381.050","381.050","380.750","0.00K","0.00%"
"03/23/2021","380.550","381.050","381.050","381.050","","0.00%"
"03/22/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/19/2021","380.550","381.050","381.050","380.750","0.01K","0.00%"
"03/18/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/17/2021","380.550","381.050","381.050","380.750","0.01K","0.00%"
"03/16/2021","380.550","381.050","381.050","380.750","0.00K","0.00%"
"03/15/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"03/12/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"03/11/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/10/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/09/2021","380.550","381.050","381.050","381.050","","0.00%"
"03/08/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"03/05/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/04/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/03/2021","380.550","381.050","381.275","380.750","0.01K","0.00%"
"03/02/2021","380.550","381.050","381.275","381.025","0.01K","0.00%"
"03/01/2021","380.550","381.080","381.290","381.025","0.02K","-0.01%"
"02/26/2021","380.580","381.080","381.290","381.040","0.01K","0.00%"
"02/25/2021","380.580","381.100","381.300","381.040","0.02K","-0.01%"
"02/24/2021","380.600","381.100","381.300","380.750","0.01K","0.00%"
"02/23/2021","380.600","381.100","381.300","381.050","0.01K","0.00%"
"02/22/2021","380.600","381.100","381.300","381.050","0.01K","0.00%"
"02/19/2021","380.600","381.100","381.300","381.050","0.01K","0.00%"
"02/18/2021","380.600","381.150","381.150","381.100","0.02K","-0.01%"
"02/17/2021","380.650","381.150","381.325","381.075","0.01K","0.00%"
"02/16/2021","380.650","381.150","381.325","381.075","0.01K","0.00%"
"02/15/2021","380.650","381.150","381.325","381.075","0.00K","0.00%"
"02/12/2021","380.650","381.200","381.200","381.150","0.02K","-0.01%"
"02/11/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"02/10/2021","380.700","381.200","381.350","380.750","0.01K","0.00%"
"02/09/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"02/08/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"02/05/2021","380.700","381.200","381.350","381.100","0.00K","0.00%"
"02/04/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"02/03/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"02/02/2021","380.700","381.200","381.350","380.750","0.01K","0.00%"
"02/01/2021","380.700","381.200","381.200","381.200","","0.00%"
"01/29/2021","380.700","381.200","381.200","381.200","","0.00%"
"01/28/2021","380.700","381.180","381.200","381.180","0.02K","0.01%"
"01/27/2021","380.680","381.200","381.350","380.750","0.01K","-0.01%"
"01/26/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/25/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/22/2021","380.700","381.200","381.200","381.200","","0.00%"
"01/21/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/20/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/19/2021","380.700","381.200","381.350","380.250","0.01K","0.00%"
"01/18/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/15/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/14/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/13/2021","380.700","381.200","381.200","380.250","0.02K","0.00%"
"01/12/2021","380.700","381.200","381.200","380.250","0.02K","0.00%"
"01/11/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/08/2021","380.700","381.200","381.350","380.250","0.01K","0.00%"
"01/07/2021","380.700","381.200","381.350","381.100","0.01K","0.00%"
"01/06/2021","380.700","381.200","381.200","380.250","0.01K","0.00%"
"01/05/2021","380.700","381.200","381.200","381.200","","0.00%"
"01/04/2021","380.700","381.200","381.350","381.100","","0.00%"
"01/01/2021","380.700","381.200","381.200","381.200","","0.00%"
"12/31/2020","380.700","381.200","381.200","381.200","","0.00%"
"12/30/2020","380.700","381.200","381.200","381.180","0.02K","0.00%"
"12/29/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"12/28/2020","380.700","381.200","381.200","381.200","","0.00%"
"12/25/2020","380.700","381.200","381.200","381.200","","0.00%"
"12/24/2020","380.700","381.200","381.200","381.200","","0.00%"
"12/23/2020","380.700","381.200","381.200","381.200","","0.00%"
"12/22/2020","380.700","381.200","381.350","381.100","0.01K","0.00%"
"12/21/2020","380.700","381.200","381.350","381.100","0.01K","0.00%"
"12/18/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"12/17/2020","380.700","381.200","381.200","380.250","0.01K","0.00%"
"12/16/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"12/15/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"12/14/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"12/11/2020","380.700","381.200","381.200","380.750","0.01K","0.00%"
"12/10/2020","380.700","381.200","381.200","380.750","0.01K","0.00%"
"12/09/2020","380.700","381.200","381.350","381.100","0.01K","0.00%"
"12/08/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"12/07/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"12/04/2020","380.700","381.200","381.200","380.750","0.01K","0.00%"
"12/03/2020","380.700","381.200","381.200","381.200","","0.00%"
"12/02/2020","380.700","381.200","381.350","381.100","0.01K","0.00%"
"12/01/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/30/2020","380.700","381.200","381.350","381.100","0.01K","0.00%"
"11/27/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/26/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/25/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/24/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/23/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"11/20/2020","380.700","381.200","381.200","380.250","0.01K","0.00%"
"11/19/2020","380.700","381.200","381.200","380.750","0.01K","0.00%"
"11/18/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/17/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"11/16/2020","380.700","381.200","382.345","381.100","0.01K","0.00%"
"11/13/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"11/12/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"11/11/2020","380.700","381.200","381.200","380.250","0.00K","0.00%"
"11/10/2020","380.700","381.200","381.200","380.250","0.00K","0.00%"
"11/09/2020","380.700","381.200","381.200","380.250","0.01K","0.00%"
"11/06/2020","380.700","381.200","381.200","380.750","0.00K","0.00%"
"11/05/2020","380.700","381.200","381.200","380.250","0.00K","0.00%"
"11/04/2020","380.700","381.200","381.350","381.100","0.00K","0.00%"
"11/03/2020","380.700","381.200","381.200","381.200","","0.00%"
"11/02/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"10/30/2020","380.700","381.200","381.200","381.200","","0.00%"
"10/29/2020","380.700","381.200","381.200","381.200","","0.00%"
"10/28/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"10/27/2020","380.700","381.200","381.200","381.200","","0.00%"
"10/26/2020","380.700","381.200","381.200","381.200","","0.00%"
"10/23/2020","380.700","381.100","381.200","381.100","0.01K","0.03%"
"10/22/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/21/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/20/2020","380.600","381.100","381.100","380.750","0.01K","0.00%"
"10/19/2020","380.600","381.100","381.100","380.750","0.01K","0.00%"
"10/16/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/15/2020","380.600","381.100","381.100","380.750","0.00K","0.00%"
"10/14/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/13/2020","380.600","381.100","381.100","380.750","0.00K","0.00%"
"10/12/2020","380.600","381.100","381.100","380.750","0.01K","0.00%"
"10/09/2020","380.600","381.100","381.100","380.750","0.00K","0.00%"
"10/08/2020","380.600","381.100","381.100","380.750","0.01K","0.00%"
"10/07/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/06/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/05/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/02/2020","380.600","381.100","381.100","381.100","","0.00%"
"10/01/2020","380.600","381.100","381.100","381.100","","0.00%"
"09/30/2020","380.600","381.100","381.100","380.750","0.00K","0.00%"
"09/29/2020","380.600","381.100","381.100","380.250","0.00K","0.00%"
"09/28/2020","380.600","381.100","381.300","380.750","0.00K","0.00%"
"09/25/2020","380.600","381.100","381.100","381.100","","0.00%"
"09/24/2020","380.600","381.100","381.100","381.100","","0.00%"
"09/23/2020","380.600","381.100","381.100","381.100","","0.00%"
"09/22/2020","380.600","381.100","381.100","381.100","","0.00%"
"09/21/2020","380.600","381.100","381.100","381.100","","0.00%"
"09/18/2020","380.600","381.200","381.200","381.100","0.01K","-0.03%"
"09/17/2020","380.700","381.200","381.200","380.250","0.00K","0.00%"
"09/16/2020","380.700","381.200","381.200","380.750","0.01K","0.00%"
"09/15/2020","380.700","381.200","381.200","380.750","0.01K","0.00%"
"09/14/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"09/11/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"09/10/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"09/09/2020","380.700","381.200","381.350","380.750","0.01K","0.00%"
"09/08/2020","380.700","381.200","381.200","380.750","0.00K","0.00%"
"09/07/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"09/04/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"09/03/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"09/02/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"09/01/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"08/31/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"08/28/2020","380.700","381.200","381.350","380.250","0.00K","0.00%"
"08/27/2020","380.700","381.200","381.350","380.250","0.01K","0.00%"
"08/26/2020","380.700","381.500","381.500","380.750","0.02K","-0.08%"
"08/25/2020","381.000","381.500","381.500","380.250","0.00K","0.00%"
"08/24/2020","381.000","381.500","381.500","381.250","0.00K","0.00%"
"08/21/2020","381.000","381.500","381.500","380.250","0.01K","0.00%"
"08/20/2020","381.000","381.500","381.500","380.250","0.01K","0.00%"
"08/19/2020","381.000","381.500","381.500","380.250","0.02K","0.00%"
"08/18/2020","381.000","381.500","381.500","380.750","0.01K","0.00%"
"08/17/2020","381.000","379.500","381.500","379.500","0.02K","0.53%"
"08/14/2020","379.000","381.050","381.275","379.500","0.02K","-0.41%"
"08/13/2020","380.550","381.000","381.275","380.250","0.02K","0.01%"
"08/12/2020","380.500","381.000","381.250","380.250","0.01K","0.00%"
"08/11/2020","380.500","381.300","381.400","380.250","0.02K","-0.08%"
"08/10/2020","380.800","381.250","381.400","380.250","0.01K","0.01%"
"08/07/2020","380.750","381.250","381.375","380.250","0.00K","0.00%"
"08/06/2020","380.750","381.300","381.400","380.750","0.02K","-0.01%"
"08/05/2020","380.800","381.000","381.400","380.750","0.02K","0.08%"
"08/04/2020","380.500","381.000","381.250","380.250","0.01K","0.00%"
"08/03/2020","380.500","381.000","381.250","380.250","0.01K","0.00%"
"07/31/2020","380.500","381.000","381.000","381.000","","0.00%"
"07/30/2020","380.500","381.100","381.100","381.000","","-0.03%"
"07/29/2020","380.600","380.250","381.100","380.250","0.00K","-0.10%"
"07/28/2020","381.000","381.250","381.250","381.250","","0.13%"
"07/27/2020","380.500","381.250","381.250","380.250","0.00K","0.00%"
"07/24/2020","380.500","381.250","381.250","380.250","0.00K","-0.13%"
"07/23/2020","381.000","380.750","381.250","380.250","0.00K","0.13%"
"07/22/2020","380.500","381.250","381.250","380.250","0.00K","0.13%"
"07/21/2020","380.000","381.250","381.250","380.250","0.00K","-0.13%"
"07/20/2020","380.500","381.250","381.250","380.250","0.00K","0.13%"
"07/17/2020","380.000","380.750","381.250","380.250","0.00K","-0.13%"
"07/16/2020","380.500","380.750","380.750","380.750","0.00K","0.00%"
"07/15/2020","380.500","381.250","381.250","380.750","0.00K","-0.13%"
"07/14/2020","381.000","380.750","381.250","380.750","0.00K","0.13%"
"07/13/2020","380.500","380.750","380.750","380.750","","0.00%"
"07/09/2020","380.500","380.750","385.500","380.250","0.01K","5.69%"
"07/08/2020","360.000","360.500","361.250","360.500","0.02K","0.00%"
"07/07/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"07/06/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"07/03/2020","360.000","360.500","360.500","360.500","","0.00%"
"07/02/2020","360.000","360.500","360.500","360.500","","0.00%"
"07/01/2020","360.000","360.500","360.500","360.500","","0.00%"
"06/30/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/29/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"06/26/2020","360.000","360.500","360.500","360.500","","0.00%"
"06/25/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"06/24/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/23/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/22/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/19/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/18/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/17/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/16/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/15/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/12/2020","360.000","360.500","360.500","360.500","","0.00%"
"06/11/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/10/2020","360.000","360.500","361.250","360.500","0.02K","0.00%"
"06/09/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/08/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/05/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/04/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/03/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/02/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"06/01/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"05/29/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"05/28/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"05/27/2020","360.000","360.500","361.750","360.500","0.01K","0.00%"
"05/26/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/25/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/22/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"05/21/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"05/20/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"05/19/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/18/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"05/15/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"05/14/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/13/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/12/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"05/11/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/08/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/07/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/06/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/05/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/04/2020","360.000","360.500","360.500","360.500","","0.00%"
"05/01/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/30/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/29/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/28/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/27/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/24/2020","360.000","360.500","361.500","360.250","0.01K","0.00%"
"04/23/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/22/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/21/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"04/20/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"04/17/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/16/2020","360.000","360.500","360.500","360.250","0.01K","0.00%"
"04/15/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/14/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/13/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/10/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/09/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/08/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/07/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/06/2020","360.000","360.500","360.500","360.500","","0.00%"
"04/03/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"04/02/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"04/01/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"03/31/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"03/30/2020","360.000","360.500","361.250","360.500","0.01K","0.00%"
"03/27/2020","360.000","360.500","361.250","360.500","0.00K","0.00%"
"03/26/2020","360.000","360.500","361.250","360.250","0.01K","0.00%"
"03/25/2020","360.000","360.500","360.500","360.500","","0.00%"
"03/24/2020","360.000","359.750","380.250","359.750","0.00K","-3.23%"
"03/23/2020","372.000","306.500","372.250","306.450","0.01K","21.57%"
"03/20/2020","306.000","306.500","306.750","305.550","0.02K","0.00%"
"03/19/2020","306.000","306.500","306.725","306.475","0.01K","0.00%"
"03/18/2020","306.000","306.450","306.725","306.450","0.01K","0.02%"
"03/17/2020","305.950","306.500","306.725","305.550","0.02K","-0.02%"
"03/16/2020","306.000","306.500","306.725","306.450","0.01K","0.00%"
"03/13/2020","306.000","306.450","306.725","306.425","0.03K","0.02%"
"03/12/2020","305.950","306.400","306.700","306.400","0.04K","0.02%"
"03/11/2020","305.900","306.500","306.725","306.400","0.04K","-0.03%"
"03/10/2020","306.000","306.500","306.725","306.450","0.02K","0.00%"
"03/09/2020","306.000","306.500","307.250","306.425","0.01K","0.00%"
"03/06/2020","306.000","306.500","307.250","306.450","0.01K","0.00%"
"03/05/2020","306.000","306.500","306.725","306.475","","0.00%"
"03/04/2020","306.000","306.500","307.250","306.475","0.01K","0.00%"
"03/03/2020","306.000","306.450","306.725","306.450","0.02K","0.02%"
"03/02/2020","305.950","306.400","306.700","306.400","0.02K","0.02%"
"02/28/2020","305.900","306.450","306.700","306.400","0.01K","-0.02%"
"02/27/2020","305.950","306.450","306.700","306.425","0.01K","0.00%"
"02/26/2020","305.950","306.420","306.700","306.420","0.02K","0.01%"
"02/25/2020","305.920","306.500","307.200","306.410","0.02K","-0.03%"
"02/24/2020","306.000","306.500","306.725","306.450","0.01K","0.00%"
"02/21/2020","306.000","306.500","306.725","306.400","0.02K","0.00%"
"02/20/2020","306.000","306.450","307.250","306.400","0.05K","0.02%"
"02/19/2020","305.950","306.700","306.700","306.400","0.01K","0.00%"
"02/18/2020","305.950","306.450","306.700","306.425","0.02K","0.00%"
"02/17/2020","305.950","306.400","306.700","306.400","0.02K","0.02%"
"02/14/2020","305.900","306.400","306.700","306.400","0.03K","0.00%"
"02/13/2020","305.900","306.400","306.700","306.400","0.02K","0.00%"
"02/12/2020","305.900","306.400","307.200","306.400","0.02K","0.00%"
"02/11/2020","305.900","306.450","306.700","306.400","0.04K","-0.02%"
"02/10/2020","305.950","306.700","307.250","306.400","0.02K","0.00%"
"02/07/2020","305.950","306.450","306.700","306.400","0.03K","0.00%"
"02/06/2020","305.950","306.500","306.725","306.425","0.03K","-0.02%"
"02/05/2020","306.000","306.500","307.250","306.450","0.01K","0.00%"
"02/04/2020","306.000","306.700","307.250","306.450","0.03K","0.00%"
"02/03/2020","306.000","306.500","306.725","306.425","0.01K","0.00%"
"01/31/2020","306.000","306.500","307.250","306.450","0.01K","0.00%"
"01/30/2020","306.000","306.700","307.250","305.550","0.01K","0.00%"
"01/29/2020","306.000","306.400","307.250","306.400","0.05K","0.03%"
"01/28/2020","305.900","306.420","306.700","306.400","0.04K","-0.01%"
"01/27/2020","305.920","306.450","306.700","306.410","0.04K","-0.01%"
"01/24/2020","305.950","306.450","306.700","306.400","0.02K","0.00%"
"01/23/2020","305.950","306.450","306.700","306.400","0.03K","0.00%"
"01/22/2020","305.950","306.450","306.700","306.400","","0.00%"
"01/21/2020","305.950","306.450","306.700","306.400","","0.00%"
"01/20/2020","305.950","306.400","306.700","306.400","","0.02%"
"01/17/2020","305.880","306.380","306.700","306.380","","0.00%"
"01/16/2020","305.880","306.400","306.700","306.380","","-0.01%"
"01/15/2020","305.900","306.400","306.700","306.400","","0.00%"
"01/14/2020","305.900","306.400","306.700","306.400","","0.00%"
"01/13/2020","305.900","306.400","306.700","306.400","","0.00%"
"01/10/2020","305.900","306.700","306.700","306.400","","0.00%"
"01/09/2020","305.900","306.500","306.725","306.400","","-0.03%"
"01/08/2020","306.000","306.500","307.200","306.425","","0.00%"
"01/07/2020","306.000","306.480","306.725","306.440","","0.01%"
"01/06/2020","305.980","306.500","306.725","306.440","","-0.01%"
"01/03/2020","306.000","307.500","307.500","306.450","","-0.33%"
"01/02/2020","307.000","306.500","307.500","306.450","","0.33%"
"01/01/2020","306.000","306.500","306.725","306.475","","0.00%"
"12/31/2019","306.000","306.500","306.725","306.450","","0.00%"
"12/30/2019","306.000","306.500","306.750","306.450","","0.00%"
"12/27/2019","306.000","306.500","306.725","306.450","","0.00%"
"12/26/2019","306.000","306.700","306.750","306.475","","0.00%"
"12/25/2019","306.000","306.500","306.725","306.475","","0.00%"
"12/24/2019","306.000","306.450","306.725","306.400","","0.02%"
"12/23/2019","305.950","306.400","306.700","306.400","","0.02%"
"12/20/2019","305.900","306.400","306.700","306.400","","0.00%"
"12/19/2019","305.900","306.700","306.700","306.400","","-0.02%"
"12/18/2019","305.950","306.400","306.700","306.400","","0.02%"
"12/17/2019","305.900","306.350","306.700","306.350","","0.02%"
"12/16/2019","305.850","306.450","306.700","306.350","","-0.03%"
"12/13/2019","305.950","306.400","306.700","306.400","","0.02%"
"12/12/2019","305.900","306.700","307.200","306.380","","0.01%"
"12/11/2019","305.880","306.380","306.700","306.380","","0.00%"
"12/10/2019","305.880","306.700","306.700","306.380","","-0.01%"
"12/09/2019","305.900","306.450","306.700","306.400","","-0.02%"
"12/06/2019","305.950","306.450","306.700","306.400","","0.00%"
"12/05/2019","305.950","306.480","306.715","306.425","","0.00%"
"12/04/2019","305.950","306.400","306.700","306.400","","0.02%"
"12/03/2019","305.900","306.700","306.725","306.400","","-0.03%"
"12/02/2019","306.000","306.500","306.825","306.450","","0.00%"
"11/29/2019","306.000","306.700","306.725","306.425","","0.00%"
"11/28/2019","306.000","306.500","306.725","306.475","","0.00%"
"11/27/2019","306.000","306.450","306.725","306.400","","0.02%"
"11/26/2019","305.950","306.450","306.700","306.425","","0.00%"
"11/25/2019","305.950","306.400","306.700","306.400","","0.02%"
"11/22/2019","305.900","306.450","307.200","306.400","","-0.02%"
"11/21/2019","305.950","307.450","307.450","306.450","","-0.33%"
"11/20/2019","306.950","307.450","307.450","306.700","","0.00%"
"11/19/2019","306.950","307.450","307.450","306.700","","0.00%"
"11/18/2019","306.950","307.450","307.450","306.650","","0.00%"
"11/15/2019","306.950","307.400","307.450","306.700","","0.02%"
"11/14/2019","306.900","307.400","307.450","306.650","","0.00%"
"11/13/2019","306.900","306.700","307.450","306.650","","0.00%"
"11/12/2019","306.900","307.400","307.450","306.650","","0.00%"
"11/11/2019","306.900","307.400","307.450","306.700","","0.00%"
"11/08/2019","306.900","306.450","307.450","306.400","","0.31%"
"11/07/2019","305.950","306.450","307.200","306.400","","0.00%"
